Auction ID,location,Interval,X,Y,precip,weights
13,"Americus, GA",2009_03,-84.23,32.07,115.39,502.2727273
11,"Ashburn, GA",2009_03,-83.65,31.71,77.51,510
0,"Athens, GA",2009_03,-83.38,33.96,78.37,492.7272727
18,"Blackshear, GA",2009_03,-82.24,31.31,84.7,450
15,"Blakely, GA",2009_03,-84.93,31.38,47.66,628.5714286
10,"Calhoun, GA",2009_03,-84.95,34.5,101.87,499.2957746
7,"Carnesville, GA",2009_03,-83.24,34.37,70.39,513.592233
4,"Carrollton, GA",2009_03,-85.08,33.58,114.87,495.4545455
1,"Dixie Livestock Market, GA",2009_03,-82.32,32.37,72.99,509.1743119
19,"Donalsonville, GA",2009_03,-84.88,31.04,86.92,501.5384615
16,"Eastanollee, GA",2009_03,-83.26,34.52,,475
12,"Fitzgerald, GA",2009_03,-83.25,31.72,88.84,486.1111111
8,"Greensboro, GA",2009_03,-83.18,33.58,83.95,519.1489362
5,"Jackson, GA",2009_03,-83.97,33.3,91.19,493.3333333
2,"Lanier, GA",2009_03,-84,34.28,109.79,486.6666667
20,"Moutlrie, GA",2009_03,-83.79,31.19,101.01,493.902439
17,"Pulaski Co Stockyard, GA",2009_03,-83.47,32.28,167.26,463.7362637
14,"Swainsboro, GA",2009_03,-82.33,32.6,110.86,474.5098039
6,"Thomasville, GA",2009_03,-83.98,30.84,80.98,479.8850575
3,"Washington, GA",2009_03,-82.74,33.74,226.75,495
13,"Americus, GA",2009_04,-84.23,32.07,,455
11,"Ashburn, GA",2009_04,-83.65,31.71,89.53,497.6923077
1,"Athens, GA",2009_04,-83.38,33.96,99.37,496
12,"Calhoun, GA",2009_04,-84.95,34.5,98.42,507.9439252
8,"Carnesville, GA",2009_04,-83.24,34.37,64.28,508.5
5,"Carrollton, GA",2009_04,-85.08,33.58,40.12,521.3414634
2,"Dixie Livestock Market, GA",2009_04,-82.32,32.37,65.67,511.2745098
20,"Donalsonville, GA",2009_04,-84.88,31.04,89.75,550
17,"Eastanollee, GA",2009_04,-83.26,34.52,234.85,503.030303
14,"Fitzgerald, GA",2009_04,-83.25,31.72,77.64,478.8135593
9,"Greensboro, GA",2009_04,-83.18,33.58,53.35,524.137931
6,"Jackson, GA",2009_04,-83.97,33.3,94.1,501.3513514
3,"Lanier, GA",2009_04,-84,34.28,114.04,486.3636364
0,"Moutlrie, GA",2009_04,-83.79,31.19,47.32,484.375
18,"Pulaski Co Stockyard, GA",2009_04,-83.47,32.28,102.98,509.2592593
15,"Swainsboro, GA",2009_04,-82.33,32.6,102.43,473.6111111
7,"Thomasville, GA",2009_04,-83.98,30.84,83.09,467.8571429
4,"Washington, GA",2009_04,-82.74,33.74,,494.5945946
13,"Americus, GA",2009_05,-84.23,32.07,,473.4042553
11,"Ashburn, GA",2009_05,-83.65,31.71,124.02,505.1282051
2,"Athens, GA",2009_05,-83.38,33.96,101.41,490.3508772
14,"Calhoun, GA",2009_05,-84.95,34.5,89.15,497.7777778
9,"Carnesville, GA",2009_05,-83.24,34.37,123.98,529.5454545
6,"Carrollton, GA",2009_05,-85.08,33.58,42.06,503.3783784
3,"Dixie Livestock Market, GA",2009_05,-82.32,32.37,99.77,514.2156863
0,"Donalsonville, GA",2009_05,-84.88,31.04,69.69,508.1632653
18,"Eastanollee, GA",2009_05,-83.26,34.52,132.12,517.96875
15,"Fitzgerald, GA",2009_05,-83.25,31.72,83.07,444.5945946
10,"Greensboro, GA",2009_05,-83.18,33.58,49.71,507.1428571
7,"Jackson, GA",2009_05,-83.97,33.3,60.24,492.4528302
4,"Lanier, GA",2009_05,-84,34.28,51.8,489.1025641
1,"Moutlrie, GA",2009_05,-83.79,31.19,90.14,487.9518072
19,"Pulaski Co Stockyard, GA",2009_05,-83.47,32.28,93.78,481.9672131
16,"Swainsboro, GA",2009_05,-82.33,32.6,141.57,472.8571429
8,"Thomasville, GA",2009_05,-83.98,30.84,75.34,477.4647887
5,"Washington, GA",2009_05,-82.74,33.74,79.1,476.5306122
13,"Americus, GA",2009_06,-84.23,32.07,279.12,471.4285714
11,"Ashburn, GA",2009_06,-83.65,31.71,96.82,477.9069767
3,"Athens, GA",2009_06,-83.38,33.96,119.87,556.5217391
15,"Calhoun, GA",2009_06,-84.95,34.5,74.35,502.3809524
10,"Carnesville, GA",2009_06,-83.24,34.37,72.7,522.0430108
7,"Carrollton, GA",2009_06,-85.08,33.58,84.73,497.1830986
4,"Dixie Livestock Market, GA",2009_06,-82.32,32.37,75.01,488.2352941
1,"Donalsonville, GA",2009_06,-84.88,31.04,127.3,482.3943662
19,"Eastanollee, GA",2009_06,-83.26,34.52,65.94,491.4634146
16,"Fitzgerald, GA",2009_06,-83.25,31.72,61.16,455.0632911
12,"Greensboro, GA",2009_06,-83.18,33.58,33.04,524.3589744
8,"Jackson, GA",2009_06,-83.97,33.3,63.48,466.4285714
5,"Lanier, GA",2009_06,-84,34.28,61.38,532.3076923
2,"Moutlrie, GA",2009_06,-83.79,31.19,87.64,441.5384615
20,"Pulaski Co Stockyard, GA",2009_06,-83.47,32.28,72.66,485.8208955
17,"Swainsboro, GA",2009_06,-82.33,32.6,206.96,454.1666667
14,"Thomaston, GA",2009_06,-84.33,32.89,79.51,466.6666667
9,"Thomasville, GA",2009_06,-83.98,30.84,36.9,479.3103448
6,"Washington, GA",2009_06,-82.74,33.74,102.77,506.3829787
13,"Americus, GA",2009_07,-84.23,32.07,196.42,463.4615385
11,"Ashburn, GA",2009_07,-83.65,31.71,100.34,479.8969072
4,"Athens, GA",2009_07,-83.38,33.96,120.46,535.915493
16,"Calhoun, GA",2009_07,-84.95,34.5,91.2,504.494382
12,"Carnesville, GA",2009_07,-83.24,34.37,79.04,513.9784946
8,"Carrollton, GA",2009_07,-85.08,33.58,169.03,522.2972973
5,"Dixie Livestock Market, GA",2009_07,-82.32,32.37,57.72,494.5121951
2,"Donalsonville, GA",2009_07,-84.88,31.04,64.3,497.6923077
20,"Eastanollee, GA",2009_07,-83.26,34.52,114.13,511.9565217
17,"Fitzgerald, GA",2009_07,-83.25,31.72,69.56,446.6216216
14,"Greensboro, GA",2009_07,-83.18,33.58,50.2,531.6326531
9,"Jackson, GA",2009_07,-83.97,33.3,79.69,490.2597403
6,"Lanier, GA",2009_07,-84,34.28,107.32,513.3928571
3,"Moutlrie, GA",2009_07,-83.79,31.19,76.12,467.5324675
0,"Pulaski Co Stockyard, GA",2009_07,-83.47,32.28,85.12,491.3333333
18,"Swainsboro, GA",2009_07,-82.33,32.6,180.23,490.9090909
15,"Thomaston, GA",2009_07,-84.33,32.89,75.28,459.6153846
10,"Thomasville, GA",2009_07,-83.98,30.84,54.97,510.15625
7,"Washington, GA",2009_07,-82.74,33.74,77.76,490.5797101
13,"Americus, GA",2009_08,-84.23,32.07,87.38,463.8888889
11,"Ashburn, GA",2009_08,-83.65,31.71,98.15,466.1290323
5,"Athens, GA",2009_08,-83.38,33.96,92.7,531.8181818
17,"Calhoun, GA",2009_08,-84.95,34.5,101.6,505.3846154
14,"Carnesville, GA",2009_08,-83.24,34.37,104.94,525.8426966
9,"Carrollton, GA",2009_08,-85.08,33.58,185.11,504.8543689
6,"Dixie Livestock Market, GA",2009_08,-82.32,32.37,91.84,484.8101266
3,"Donalsonville, GA",2009_08,-84.88,31.04,110.09,516.3265306
0,"Eastanollee, GA",2009_08,-83.26,34.52,125.64,508.3333333
18,"Fitzgerald, GA",2009_08,-83.25,31.72,94.6,460.483871
15,"Greensboro, GA",2009_08,-83.18,33.58,92.66,522.972973
10,"Jackson, GA",2009_08,-83.97,33.3,83.34,514.8148148
7,"Lanier, GA",2009_08,-84,34.28,93.41,491.6666667
4,"Moutlrie, GA",2009_08,-83.79,31.19,99.13,483.0357143
1,"Pulaski Co Stockyard, GA",2009_08,-83.47,32.28,108.13,495.6140351
19,"Swainsboro, GA",2009_08,-82.33,32.6,106.26,456.5217391
16,"Thomaston, GA",2009_08,-84.33,32.89,89.73,480
12,"Thomasville, GA",2009_08,-83.98,30.84,34.65,473.015873
8,"Washington, GA",2009_08,-82.74,33.74,64.12,515.0943396
13,"Americus, GA",2009_09,-84.23,32.07,59.25,475
11,"Ashburn, GA",2009_09,-83.65,31.71,117.07,461.3445378
6,"Athens, GA",2009_09,-83.38,33.96,80.82,544.1860465
18,"Calhoun, GA",2009_09,-84.95,34.5,69.58,514.8148148
15,"Carnesville, GA",2009_09,-83.24,34.37,116.44,522.9885057
10,"Carrollton, GA",2009_09,-85.08,33.58,98.16,507.5581395
7,"Dixie Livestock Market, GA",2009_09,-82.32,32.37,69.93,471.2765957
4,"Donalsonville, GA",2009_09,-84.88,31.04,77.74,522.2222222
1,"Eastanollee, GA",2009_09,-83.26,34.52,108.8,485.1351351
19,"Fitzgerald, GA",2009_09,-83.25,31.72,83.78,469.1666667
16,"Greensboro, GA",2009_09,-83.18,33.58,97.3,520
12,"Jackson, GA",2009_09,-83.97,33.3,67.62,485.6164384
8,"Lanier, GA",2009_09,-84,34.28,148.71,491.6666667
5,"Moutlrie, GA",2009_09,-83.79,31.19,61.37,461.7647059
2,"Pulaski Co Stockyard, GA",2009_09,-83.47,32.28,107.18,484.3373494
20,"Swainsboro, GA",2009_09,-82.33,32.6,39.28,481.4814815
14,"Thomasville, GA",2009_09,-83.98,30.84,105.08,477.1428571
9,"Washington, GA",2009_09,-82.74,33.74,72.04,513.7931034
13,"Americus, GA",2009_10,-84.23,32.07,85.32,491.4893617
11,"Ashburn, GA",2009_10,-83.65,31.71,155.75,464.7727273
7,"Athens, GA",2009_10,-83.38,33.96,48.63,563.75
19,"Calhoun, GA",2009_10,-84.95,34.5,96.4,519.1588785
16,"Carnesville, GA",2009_10,-83.24,34.37,105.05,514.1025641
12,"Carrollton, GA",2009_10,-85.08,33.58,92.49,505.6962025
8,"Dixie Livestock Market, GA",2009_10,-82.32,32.37,101.73,461.7647059
5,"Donalsonville, GA",2009_10,-84.88,31.04,68.66,485.2941176
2,"Eastanollee, GA",2009_10,-83.26,34.52,,503.968254
20,"Fitzgerald, GA",2009_10,-83.25,31.72,98.85,452.173913
17,"Greensboro, GA",2009_10,-83.18,33.58,90.66,488.2978723
14,"Jackson, GA",2009_10,-83.97,33.3,86.42,497.5
9,"Lanier, GA",2009_10,-84,34.28,118.54,486.3013699
6,"Moutlrie, GA",2009_10,-83.79,31.19,22.71,483.3333333
3,"Pulaski Co Stockyard, GA",2009_10,-83.47,32.28,136.07,482.03125
0,"Swainsboro, GA",2009_10,-82.33,32.6,46.93,450
15,"Thomasville, GA",2009_10,-83.98,30.84,75.74,448.9583333
10,"Washington, GA",2009_10,-82.74,33.74,103.74,518.3333333
13,"Americus, GA",2009_11,-84.23,32.07,112.96,465.3846154
11,"Ashburn, GA",2009_11,-83.65,31.71,72.23,479.7619048
20,"Calhoun, GA",2009_11,-84.95,34.5,128.35,517.4242424
17,"Carnesville, GA",2009_11,-83.24,34.37,98.07,502.34375
14,"Carrollton, GA",2009_11,-85.08,33.58,101.78,483.974359
9,"Dixie Livestock Market, GA",2009_11,-82.32,32.37,93.76,494.4444444
3,"Eastanollee, GA",2009_11,-83.26,34.52,,452.3255814
0,"Fitzgerald, GA",2009_11,-83.25,31.72,143.24,438.8888889
18,"Greensboro, GA",2009_11,-83.18,33.58,82.9,548.4848485
15,"Jackson, GA",2009_11,-83.97,33.3,69.24,506
7,"Moutlrie, GA",2009_11,-83.79,31.19,62.01,463.4146341
4,"Pulaski Co Stockyard, GA",2009_11,-83.47,32.28,95.57,485.1851852
16,"Thomasville, GA",2009_11,-83.98,30.84,79.55,461.9047619
12,"Washington, GA",2009_11,-82.74,33.74,89.43,504.5454545
13,"Americus, GA",2010_01,-84.23,32.07,137.93,452.3809524
11,"Ashburn, GA",2010_01,-83.65,31.71,29.47,490.7216495
0,"Calhoun, GA",2010_01,-84.95,34.5,117.72,504.0697674
18,"Carnesville, GA",2010_01,-83.24,34.37,72.06,526.0416667
15,"Carrollton, GA",2010_01,-85.08,33.58,174.4,494.5121951
10,"Dixie Livestock Market, GA",2010_01,-82.32,32.37,83.67,513.1578947
7,"Donalsonville, GA",2010_01,-84.88,31.04,130.29,478.125
4,"Eastanollee, GA",2010_01,-83.26,34.52,114.07,491.0714286
1,"Fitzgerald, GA",2010_01,-83.25,31.72,129.82,431.6176471
19,"Greensboro, GA",2010_01,-83.18,33.58,48.53,498.8095238
16,"Jackson, GA",2010_01,-83.97,33.3,74.45,492.8571429
12,"Lanier, GA",2010_01,-84,34.28,166.77,507.5
8,"Moutlrie, GA",2010_01,-83.79,31.19,111.03,465.8333333
5,"Pulaski Co Stockyard, GA",2010_01,-83.47,32.28,79.9,498.245614
14,"Washington, GA",2010_01,-82.74,33.74,100.62,509
13,"Americus, GA",2010_02,-84.23,32.07,116.11,460.9375
11,"Ashburn, GA",2010_02,-83.65,31.71,14.91,479.5
10,"Athens, GA",2010_02,-83.38,33.96,63.75,516.6666667
1,"Calhoun, GA",2010_02,-84.95,34.5,160.88,516.8918919
19,"Carnesville, GA",2010_02,-83.24,34.37,59.67,501.1111111
16,"Carrollton, GA",2010_02,-85.08,33.58,35.67,513.2183908
12,"Dixie Livestock Market, GA",2010_02,-82.32,32.37,75.98,517.1875
8,"Donalsonville, GA",2010_02,-84.88,31.04,157.65,467.1428571
5,"Eastanollee, GA",2010_02,-83.26,34.52,70.98,486.9565217
2,"Fitzgerald, GA",2010_02,-83.25,31.72,60.3,453.7974684
20,"Greensboro, GA",2010_02,-83.18,33.58,75.15,458.3333333
17,"Jackson, GA",2010_02,-83.97,33.3,102.64,511.0294118
14,"Lanier, GA",2010_02,-84,34.28,132.8,500
9,"Moutlrie, GA",2010_02,-83.79,31.19,85.56,482.3529412
6,"Pulaski Co Stockyard, GA",2010_02,-83.47,32.28,106.11,521.3114754
18,"Thomasville, GA",2010_02,-83.98,30.84,102.04,464.2857143
15,"Washington, GA",2010_02,-82.74,33.74,131.55,484.0909091
13,"Americus, GA",2010_03,-84.23,32.07,69.12,464.6341463
11,"Ashburn, GA",2010_03,-83.65,31.71,79,488.9312977
12,"Athens, GA",2010_03,-83.38,33.96,70.24,493.9189189
2,"Calhoun, GA",2010_03,-84.95,34.5,79.22,536.8421053
20,"Carnesville, GA",2010_03,-83.24,34.37,73.19,507.3913043
14,"Dixie Livestock Market, GA",2010_03,-82.32,32.37,101.61,480.0925926
9,"Donalsonville, GA",2010_03,-84.88,31.04,84.87,482.0895522
6,"Eastanollee, GA",2010_03,-83.26,34.52,83.49,474.5762712
3,"Fitzgerald, GA",2010_03,-83.25,31.72,118.8,453.1914894
0,"Greensboro, GA",2010_03,-83.18,33.58,67.68,515.7142857
10,"Moutlrie, GA",2010_03,-83.79,31.19,84.21,499.3975904
7,"Pulaski Co Stockyard, GA",2010_03,-83.47,32.28,109.5,486.25
4,"Swainsboro, GA",2010_03,-82.33,32.6,110.88,455.5555556
19,"Thomasville, GA",2010_03,-83.98,30.84,101.94,504.7945205
16,"Washington, GA",2010_03,-82.74,33.74,101.51,469.6969697
13,"Americus, GA",2010_04,-84.23,32.07,89.21,444.047619
11,"Ashburn, GA",2010_04,-83.65,31.71,112.52,466.8181818
14,"Athens, GA",2010_04,-83.38,33.96,35.32,503.030303
3,"Calhoun, GA",2010_04,-84.95,34.5,56.97,504.7008547
0,"Carnesville, GA",2010_04,-83.24,34.37,104.41,493.2989691
18,"Carrollton, GA",2010_04,-85.08,33.58,80.58,512.1052632
15,"Dixie Livestock Market, GA",2010_04,-82.32,32.37,97.38,481.3333333
10,"Donalsonville, GA",2010_04,-84.88,31.04,73.12,468.1818182
7,"Eastanollee, GA",2010_04,-83.26,34.52,142.9,489.2156863
4,"Fitzgerald, GA",2010_04,-83.25,31.72,156.43,437.3493976
1,"Greensboro, GA",2010_04,-83.18,33.58,88.76,472.2222222
19,"Jackson, GA",2010_04,-83.97,33.3,121.32,507.4074074
16,"Lanier, GA",2010_04,-84,34.28,40.83,513.559322
12,"Moutlrie, GA",2010_04,-83.79,31.19,252.22,496.2686567
8,"Pulaski Co Stockyard, GA",2010_04,-83.47,32.28,60.14,472.3880597
5,"Swainsboro, GA",2010_04,-82.33,32.6,57.8,463.7096774
20,"Thomasville, GA",2010_04,-83.98,30.84,61.7,474.6153846
17,"Washington, GA",2010_04,-82.74,33.74,57.39,469.8113208
13,"Americus, GA",2010_05,-84.23,32.07,100.08,441.6666667
11,"Ashburn, GA",2010_05,-83.65,31.71,106.81,454.6875
15,"Athens, GA",2010_05,-83.38,33.96,79.8,477.5362319
4,"Calhoun, GA",2010_05,-84.95,34.5,39.71,543.5294118
1,"Carnesville, GA",2010_05,-83.24,34.37,106.23,503.1914894
19,"Carrollton, GA",2010_05,-85.08,33.58,102.77,501.3392857
16,"Dixie Livestock Market, GA",2010_05,-82.32,32.37,105.34,472.5
12,"Donalsonville, GA",2010_05,-84.88,31.04,69.54,439.4736842
8,"Eastanollee, GA",2010_05,-83.26,34.52,141.87,496.7391304
5,"Fitzgerald, GA",2010_05,-83.25,31.72,135.57,443.4065934
2,"Greensboro, GA",2010_05,-83.18,33.58,102.97,501.9230769
20,"Jackson, GA",2010_05,-83.97,33.3,74.52,485.9649123
17,"Lanier, GA",2010_05,-84,34.28,80.77,500
14,"Moutlrie, GA",2010_05,-83.79,31.19,263.32,474.2424242
9,"Pulaski Co Stockyard, GA",2010_05,-83.47,32.28,74.88,471.1864407
6,"Swainsboro, GA",2010_05,-82.33,32.6,142.09,448.245614
0,"Thomasville, GA",2010_05,-83.98,30.84,80.59,478.4313725
18,"Washington, GA",2010_05,-82.74,33.74,57.86,457.2727273
13,"Americus, GA",2010_06,-84.23,32.07,82.28,458.9285714
11,"Ashburn, GA",2010_06,-83.65,31.71,112.79,456.043956
16,"Athens, GA",2010_06,-83.38,33.96,109.66,513.2075472
5,"Calhoun, GA",2010_06,-84.95,34.5,77.08,503.2467532
2,"Carnesville, GA",2010_06,-83.24,34.37,42.79,495.8333333
20,"Carrollton, GA",2010_06,-85.08,33.58,35.75,477.9661017
17,"Dixie Livestock Market, GA",2010_06,-82.32,32.37,112.11,461.038961
14,"Donalsonville, GA",2010_06,-84.88,31.04,38.78,455
9,"Eastanollee, GA",2010_06,-83.26,34.52,85.25,458.5714286
6,"Fitzgerald, GA",2010_06,-83.25,31.72,96.77,421.7391304
3,"Greensboro, GA",2010_06,-83.18,33.58,86.24,492.0454545
0,"Jackson, GA",2010_06,-83.97,33.3,77.42,491.0447761
18,"Lanier, GA",2010_06,-84,34.28,119.36,466.1764706
15,"Moutlrie, GA",2010_06,-83.79,31.19,99.09,471.4285714
10,"Pulaski Co Stockyard, GA",2010_06,-83.47,32.28,98.53,500.862069
7,"Swainsboro, GA",2010_06,-82.33,32.6,100.34,450
1,"Thomasville, GA",2010_06,-83.98,30.84,88.49,475.8064516
19,"Washington, GA",2010_06,-82.74,33.74,67.78,482.8947368
13,"Americus, GA",2010_07,-84.23,32.07,69.9,458.3333333
11,"Ashburn, GA",2010_07,-83.65,31.71,141.44,453.4482759
17,"Athens, GA",2010_07,-83.38,33.96,90.06,494
6,"Calhoun, GA",2010_07,-84.95,34.5,114.27,498.9795918
3,"Carnesville, GA",2010_07,-83.24,34.37,89.36,485.3333333
0,"Carrollton, GA",2010_07,-85.08,33.58,73.35,508.7301587
18,"Dixie Livestock Market, GA",2010_07,-82.32,32.37,80.76,483.9285714
15,"Donalsonville, GA",2010_07,-84.88,31.04,64.81,472.5
10,"Eastanollee, GA",2010_07,-83.26,34.52,84.58,497.5
7,"Fitzgerald, GA",2010_07,-83.25,31.72,132.82,452.238806
4,"Greensboro, GA",2010_07,-83.18,33.58,73.46,491.3461538
1,"Jackson, GA",2010_07,-83.97,33.3,47.84,477.9661017
19,"Lanier, GA",2010_07,-84,34.28,113.13,503.6585366
16,"Moutlrie, GA",2010_07,-83.79,31.19,73.44,478.030303
12,"Pulaski Co Stockyard, GA",2010_07,-83.47,32.28,103.61,471.969697
8,"Swainsboro, GA",2010_07,-82.33,32.6,109.29,448.1818182
2,"Thomasville, GA",2010_07,-83.98,30.84,73.41,484.9056604
20,"Washington, GA",2010_07,-82.74,33.74,115.73,501.1627907
13,"Americus, GA",2010_08,-84.23,32.07,93.07,447.1153846
11,"Ashburn, GA",2010_08,-83.65,31.71,108.95,474.2574257
18,"Athens, GA",2010_08,-83.38,33.96,77.82,521.2962963
7,"Calhoun, GA",2010_08,-84.95,34.5,104.76,492.4418605
4,"Carnesville, GA",2010_08,-83.24,34.37,61.53,498.7603306
1,"Carrollton, GA",2010_08,-85.08,33.58,100.2,506.1797753
19,"Dixie Livestock Market, GA",2010_08,-82.32,32.37,46.04,460.0961538
16,"Donalsonville, GA",2010_08,-84.88,31.04,80.51,452.3255814
12,"Eastanollee, GA",2010_08,-83.26,34.52,87.88,485.7142857
8,"Fitzgerald, GA",2010_08,-83.25,31.72,63.6,416.3043478
5,"Greensboro, GA",2010_08,-83.18,33.58,76.57,533.3333333
2,"Jackson, GA",2010_08,-83.97,33.3,49.16,521.875
20,"Lanier, GA",2010_08,-84,34.28,53.72,507.7669903
17,"Moutlrie, GA",2010_08,-83.79,31.19,69.53,479.6875
14,"Pulaski Co Stockyard, GA",2010_08,-83.47,32.28,70.48,472.7272727
9,"Swainsboro, GA",2010_08,-82.33,32.6,84.69,466.3793103
3,"Thomasville, GA",2010_08,-83.98,30.84,62.68,461.971831
0,"Washington, GA",2010_08,-82.74,33.74,119.9,490.5660377
13,"Americus, GA",2010_09,-84.23,32.07,112.02,467.6470588
11,"Ashburn, GA",2010_09,-83.65,31.71,77.58,461.637931
19,"Athens, GA",2010_09,-83.38,33.96,91.05,522.5806452
8,"Calhoun, GA",2010_09,-84.95,34.5,90.21,510.7142857
5,"Carnesville, GA",2010_09,-83.24,34.37,70.65,498.1927711
2,"Carrollton, GA",2010_09,-85.08,33.58,84.12,504.9180328
20,"Dixie Livestock Market, GA",2010_09,-82.32,32.37,74.66,468.6666667
17,"Donalsonville, GA",2010_09,-84.88,31.04,94.98,470.7692308
14,"Eastanollee, GA",2010_09,-83.26,34.52,48.21,508.8888889
9,"Fitzgerald, GA",2010_09,-83.25,31.72,194.66,447.2222222
6,"Greensboro, GA",2010_09,-83.18,33.58,63.56,514.2857143
3,"Jackson, GA",2010_09,-83.97,33.3,38.17,512.2222222
0,"Lanier, GA",2010_09,-84,34.28,28.39,492.1052632
18,"Moutlrie, GA",2010_09,-83.79,31.19,130.76,468.4931507
15,"Pulaski Co Stockyard, GA",2010_09,-83.47,32.28,78.19,473.0769231
10,"Swainsboro, GA",2010_09,-82.33,32.6,68.66,468.2692308
4,"Thomasville, GA",2010_09,-83.98,30.84,100.09,436.9230769
1,"Washington, GA",2010_09,-82.74,33.74,60.23,497.4137931
13,"Americus, GA",2010_10,-84.23,32.07,74.61,502.2222222
11,"Ashburn, GA",2010_10,-83.65,31.71,121.84,470.3296703
20,"Athens, GA",2010_10,-83.38,33.96,124.68,530.46875
9,"Calhoun, GA",2010_10,-84.95,34.5,64.77,497.0588235
6,"Carnesville, GA",2010_10,-83.24,34.37,101.22,511.3636364
3,"Carrollton, GA",2010_10,-85.08,33.58,91.15,470.8333333
0,"Dixie Livestock Market, GA",2010_10,-82.32,32.37,163.8,481.1688312
18,"Donalsonville, GA",2010_10,-84.88,31.04,112.86,493.4210526
15,"Eastanollee, GA",2010_10,-83.26,34.52,52.59,491.6666667
10,"Fitzgerald, GA",2010_10,-83.25,31.72,80.98,437.6811594
7,"Greensboro, GA",2010_10,-83.18,33.58,67.57,516.6666667
4,"Jackson, GA",2010_10,-83.97,33.3,55.79,470.2702703
1,"Lanier, GA",2010_10,-84,34.28,77.51,506.1403509
19,"Moutlrie, GA",2010_10,-83.79,31.19,155.23,471.1111111
16,"Pulaski Co Stockyard, GA",2010_10,-83.47,32.28,59.18,483.8235294
12,"Swainsboro, GA",2010_10,-82.33,32.6,90.27,480.5555556
5,"Thomasville, GA",2010_10,-83.98,30.84,95.7,459.0909091
2,"Washington, GA",2010_10,-82.74,33.74,63.27,501.0869565
13,"Americus, GA",2010_11,-84.23,32.07,104.12,473.1707317
11,"Ashburn, GA",2010_11,-83.65,31.71,99.24,461.2676056
0,"Athens, GA",2010_11,-83.38,33.96,122.79,497.1153846
10,"Calhoun, GA",2010_11,-84.95,34.5,159.31,498.5915493
7,"Carnesville, GA",2010_11,-83.24,34.37,124.08,493.2989691
4,"Carrollton, GA",2010_11,-85.08,33.58,128.85,497.8723404
1,"Dixie Livestock Market, GA",2010_11,-82.32,32.37,170.84,450
19,"Donalsonville, GA",2010_11,-84.88,31.04,70.13,504.1666667
16,"Eastanollee, GA",2010_11,-83.26,34.52,80.95,473.9130435
12,"Fitzgerald, GA",2010_11,-83.25,31.72,185.98,434.8484848
8,"Greensboro, GA",2010_11,-83.18,33.58,105.11,560
5,"Jackson, GA",2010_11,-83.97,33.3,91.22,484.5238095
2,"Lanier, GA",2010_11,-84,34.28,96.11,502.34375
20,"Moutlrie, GA",2010_11,-83.79,31.19,106.3,453.4883721
17,"Pulaski Co Stockyard, GA",2010_11,-83.47,32.28,111.37,483.1081081
14,"Swainsboro, GA",2010_11,-82.33,32.6,90.89,463.4615385
6,"Thomasville, GA",2010_11,-83.98,30.84,99.14,433.0357143
3,"Washington, GA",2010_11,-82.74,33.74,68.62,466.1290323
13,"Americus, GA",2011_01,-84.23,32.07,63.39,446.4285714
11,"Ashburn, GA",2011_01,-83.65,31.71,86.3,501.4423077
1,"Athens, GA",2011_01,-83.38,33.96,95.15,492.3728814
12,"Calhoun, GA",2011_01,-84.95,34.5,93.56,478.7671233
8,"Carnesville, GA",2011_01,-83.24,34.37,74.95,493.0555556
5,"Carrollton, GA",2011_01,-85.08,33.58,136.67,494.8979592
2,"Dixie Livestock Market, GA",2011_01,-82.32,32.37,70.3,473.1707317
20,"Donalsonville, GA",2011_01,-84.88,31.04,59.78,481.9444444
17,"Eastanollee, GA",2011_01,-83.26,34.52,65.72,510.483871
14,"Fitzgerald, GA",2011_01,-83.25,31.72,266.63,429.4520548
9,"Greensboro, GA",2011_01,-83.18,33.58,90.96,475
6,"Jackson, GA",2011_01,-83.97,33.3,74.6,491.0714286
3,"Lanier, GA",2011_01,-84,34.28,79.05,468.5483871
0,"Moutlrie, GA",2011_01,-83.79,31.19,110.02,473.3870968
18,"Pulaski Co Stockyard, GA",2011_01,-83.47,32.28,71.47,483.6956522
15,"Swainsboro, GA",2011_01,-82.33,32.6,101.76,446.4285714
7,"Thomasville, GA",2011_01,-83.98,30.84,107.91,417.7419355
4,"Washington, GA",2011_01,-82.74,33.74,59.53,481.8181818
13,"Americus, GA",2011_02,-84.23,32.07,74.86,409.375
11,"Ashburn, GA",2011_02,-83.65,31.71,71.64,478.3783784
2,"Athens, GA",2011_02,-83.38,33.96,64.11,482.3943662
14,"Calhoun, GA",2011_02,-84.95,34.5,155.09,523.5955056
9,"Carnesville, GA",2011_02,-83.24,34.37,76.27,496.875
6,"Carrollton, GA",2011_02,-85.08,33.58,97.97,452.2222222
3,"Dixie Livestock Market, GA",2011_02,-82.32,32.37,47.68,459.6153846
0,"Donalsonville, GA",2011_02,-84.88,31.04,77.85,502.3255814
18,"Eastanollee, GA",2011_02,-83.26,34.52,,492.1568627
15,"Fitzgerald, GA",2011_02,-83.25,31.72,,451.6949153
10,"Greensboro, GA",2011_02,-83.18,33.58,90.12,506.3636364
7,"Jackson, GA",2011_02,-83.97,33.3,45.08,475.4237288
4,"Lanier, GA",2011_02,-84,34.28,84.66,490.7692308
1,"Moutlrie, GA",2011_02,-83.79,31.19,130.58,478.90625
19,"Pulaski Co Stockyard, GA",2011_02,-83.47,32.28,24.65,466.1764706
16,"Swainsboro, GA",2011_02,-82.33,32.6,147.12,488.0952381
